MSR/ALIGNNMENT,CUSTOMER,PRODUCT
KE-DCV-1,NILA PHARMACEUTICALS,ALLSTAR MEDSU PEN1 XE
KE-DCV-4,SUPREME PHARMACY LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-5,M.P SHAH HOSPITAL,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV-2,VETERAN PHARMACEUTICALS LTD,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV-2,NEW LEMUMA PHARMACY CO LTD,ALLSTAR MEDSU PEN1 XE
KE-DCV-5,TRANSWIDE PHARMACEUTICALS LTD,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV-4,MEGALIFE LTD,AMARYL 2MG 30 TABS
KE-DCV-1,GENERIC AFRICA LTD,AMARYL 3MG 30'S
KE-DCV-1,MEDS PHARMACEUTICALS LTD,AMARYL 2MG 30 TABS
KE-DCV-3,DR. IGNATIUS MUTURI,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE
KE-DCV-3,CITY LINK PHARMA LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-3,GATHIMAINI PHARMACY,AMARYL 4MG 30 TABS
KE-DCV-3,CITY LINK PHARMA LTD,AMARYL 2MG 30 TABS
KE-DCV-2,FORCES MEMORIAL HOSPITAL,LANTUS VIAL 10MG 1
KE-DCV-3,GATHIMAINI PHARMACY,LANTUS VIAL 10MG 1
KE-DCV-1,KULAL INTERNATIONAL LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-1,RELIANT PHARMACEUTICAL LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-3,NILSON PHARMACEUTICALS LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-4,CANAAN PHARMACEUITICAL LTD,AMARYL 2MG 30 TABS
KE-DCV-3,SKY HEALTHCARE LIMITED,AMARYL 1MG 30 TABS
KE-DCV-4,CANAAN PHARMACEUITICAL LTD,AMARYL 4MG 30 TABS
KE-DCV-2,VETERAN PHARMACEUTICALS LTD,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV-1,NAIROBI WOMENS HOSPITAL LTD,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE
KE-DCV-1,MEDINA PHARMACY LIMITED,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-2,SALAMA PHARMACEUTICALS,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-3,OMAERA PHARMACEUTICALS LTD.,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-2,HARTLANE PHARMACEUTICALS LTD,AMARYL 4MG 30 TABS
KE-DCV-4,SUPREME PHARMACY LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-5,AVENUE HEALTHCARE GARDEN CITY,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-3,KENYA AIR FORCE,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-1,NAIROBI WOMENS HOSPITAL LTD,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-2,ALFAJIRI PHARMACEUTICALS LTD,APIDRA SOLOSTAR 300IU INJ/5
KE-DCV-3,DR. IGNATIUS MUTURI,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-3,RANGECHEM PHARMACEUTICALS LTD,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV-5,M.P SHAH HOSPITAL,AMARYL 2MG 30 TABS
KE-DCV-4,BEL-EA PHARMACY LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-2,KAVAKAVA PHARMACY LTD,AMARYL 2MG 30 TABS
KE-DCV-5,M.P SHAH HOSPITAL,AMARYL 4MG 30 TABS
KE-DCV-2,OPERA PHARMA (K) LTD,AMARYL 4MG 30 TABS
KE-DCV-2,NEEM PHARMACY,AMARYL 4MG 30 TABS
KE-DCV-2,SALAMA PHARMACEUTICALS,AMARYL 1MG 30 TABS
KE-DCV-3,ACHIRAL PHARMACEUTICALS,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-1,DELL-LIGHT PHARMACEUTICALS.,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-3,CARE HOSPITAL LIMITED,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-1,Greenlife Pharma Ltd,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-2,HARTLANE PHARMACEUTICALS LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-3,PHARMA & ALLIED LOGISTICS LTD,AMARYL 2MG 30 TABS
KE-DCV-3,MUIGANANIA PHARMACY,AMARYL 2MG 30 TABS
KE-DCV-1,KAM PHARMACY LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-2,KAREN CHEMIST,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-4,ELIM CENTRAL PHARMACY,AMARYL 2MG 30 TABS
KE-DCV-5,DOVEY PHARMACEUTICALS LIMITED,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-3,SUNCITY CHEMISTS LTD,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-3,HIGHRIDGE PHARMACY LTD,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE
KE-DCV-5,DOVEY PHARMACEUTICALS LIMITED,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV-3,ELMART PHARMA LTD             ,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-5,ELDOHOSP PHARMACEUTICALS LTD,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV-2,HARTLANE PHARMACEUTICALS LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-3,GATHIMAINI PHARMACY,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-3,AL-HIDDAYA PHARMACEUTICALS LTD.,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-4,STRATHMORE MEDICAL CENTRE,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-5,ARACHIS PHARMACEUTICALS LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-5,MX RX ONE STOP PHARMACY LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-3,GATHIMAINI PHARMACY,AMARYL 2MG 30 TABS
KE-DCV-4,PHARMAPLUS PHARMACEUTICALS LTD,AMARYL 4MG 30 TABS
KE-DCV-5,ELDOHOSP PHARMACEUTICALS LTD,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV-3,RANGECHEM PHARMACEUTICALS LTD,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV-2,MUTINDWA CHEMISTS LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-3,DR. IGNATIUS MUTURI,ALLSTAR MEDSU PEN1 XE
KE-DCV-3,OMAERA PHARMACEUTICALS LTD.,AMARYL 1MG 30 TABS
KE-DCV-4,CARE CHEMIST LTD,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-4,PHARMAPLUS PHARMACEUTICALS LTD,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-3,NJIMIA PHARMACEUTICALS LTD,AMARYL 1MG 30 TABS
KE-DCV-4,NORTHERN PHARMACY,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-2,NEEM PHARMACY,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-5,A G PHARMACEUTICAL,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-4,IVORY HEALTH SOLUTIONS,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-5,PHARMART CHEMIST LIMITED.,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-1,Greenlife Pharma Ltd,AMARYL 2MG 30 TABS
KE-DCV-1,THWAKE PHARMACY,AMARYL 2MG 30 TABS
KE-DCV-2,HARTLANE PHARMACEUTICALS LTD,AMARYL 2MG 30 TABS
KE-DCV-3,SURGIK PHARMACEUTICALS LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-2,DISCHEM PHARMACIE,AMARYL 2MG 30 TABS
KE-DCV-4,RUP PHARM LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-3,ACHIRAL PHARMACEUTICALS,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-2,KERUGOYA PRIME,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-2,P.C.E.A. KIKUYU HOSPITAL,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-5,DOVEY PHARMACEUTICALS LIMITED,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV-4,PHILMED LIMITED,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-3,HIGHRIDGE PHARMACY LTD,LANTUS VIAL 10MG 1
KE-DCV-4,KRISHNA CHEMIST LTD,LANTUS VIAL 10MG 1
KE-DCV-4,BEKY HOLDINGS PHARMACY LTD,AMARYL 2MG 30 TABS
KE-DCV-3,OMAERA PHARMACEUTICALS LTD.,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE
KE-DCV-2,KIREC PHARMACEUTICALS LTD,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV-4,KAM PHARMACY LTD,AMARYL 4MG 30 TABS
KE-DCV-5,TRANSWIDE PHARMACEUTICALS LTD,AMARYL 1MG 30 TABS
KE-DCV-4,ELIM CENTRAL PHARMACY,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-1,NAIROBI WOMENS HOSPITAL LTD,AMARYL 1MG 30 TABS
KE-DCV-3,GATHIMAINI PHARMACY,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-2,NEEM PHARMACY,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-2,TEMPLE STORES PHARMACEUTICALS,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-1,GENERIC AFRICA LTD,AMARYL M SR 2MG 30'S
KE-DCV-3,OMAERA PHARMACEUTICALS LTD.,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV-5,A G PHARMACEUTICAL,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-4,CARE CHEMIST LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-4,BLISS GVS HEALTHCARE LTD/ ASTERIXS,AMARYL 2MG 30 TABS
KE-DCV-2,KIREC PHARMACEUTICALS LTD,AMARYL 1MG 30 TABS
KE-DCV-2,SALAMA PHARMACEUTICALS,LANTUS VIAL 10MG 1
KE-DCV-1,INKAMED PHARMACEUTICALS,AMARYL 2MG 30 TABS
KE-DCV-1,KAM PHARMACY LTD,AMARYL 2MG 30 TABS
KE-DCV-4,SATYA PHARMACY LIMITED,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-3,HIGHRIDGE PHARMACY LTD,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV-1,UPPER HILL MEDICAL CENTRE LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-1,ESSENTIAL CARDIO SERVICES,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-1,MEDINA PHARMACY LIMITED,AMARYL 2MG 30 TABS
KE-DCV-2,AAR HEALTHCARE KENYA LTD,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV-3,OMAERA PHARMACEUTICALS LTD.,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV-1,GENERIC AFRICA LTD,APIDRA SOLOSTAR 300IU INJ/5
KE-DCV-3,SUNCITY CHEMISTS LTD,AMARYL 1MG 30 TABS
KE-DCV-2,BILOVA CHEMISTS LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-1,UPPER HILL MEDICAL CENTRE LTD,AMARYL 4MG 30 TABS
KE-DCV-2,NEW LEMUMA PHARMACY CO LTD,AMARYL 4MG 30 TABS
KE-DCV-5,RAM PHARMACEUTICALS LIMITED,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-3,KENYATTA UNIVERSITY           ,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-1,WESTMALL CHEMIST LTD,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-1,THWAKE PHARMACY,AMARYL 4MG 30 TABS
KE-DCV-1,ORION PHARMACY LTD.,AMARYL 4MG 30 TABS
KE-DCV-4,NAIROBI SOUTH HOSPITAL,AMARYL 2MG 30 TABS
KE-DCV-3,GURU NANAK RAMGARHIA SIKH HOSPITAL,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE
KE-DCV-4,MPESA CASH ACCOUNT NAKURU,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE
KE-DCV-2,KAREN CHEMIST,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV-2,BILOVA CHEMISTS LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-1,LENANA PHARMACEUTICAL LTD,AMARYL 2MG 30 TABS
KE-DCV-2,AVA PHARMACY LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-5,AVENUE HEALTHCARE - EMBAKASI,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-5,AVENUE HEALTHCARE - NGONG ROAD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-2,GLOBAL-NET MEDICAL LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-1,INKAMED PHARMACEUTICALS,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-2,NEEMA PHARMACY LTD,AMARYL 4MG 30 TABS
KE-DCV-3,SUNCITY CHEMISTS LTD,APIDRA SOLOSTAR 300IU INJ/5
KE-DCV-2,KAVAKAVA PHARMACY LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-3,BARAKAAT CHEMIST LIMITED,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-2,K.I.R.E.C LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-3,MUIGANANIA PHARMACY,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-4,NAIROBI SOUTH HOSPITAL,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-2,FORCES MEMORIAL HOSPITAL,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-3,SURGIK PHARMACEUTICALS LTD,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-5,PHARMART CHEMIST LIMITED.,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV-4,BEKY HOLDINGS PHARMACY LTD,AMARYL 4MG 30 TABS
KE-DCV-5,PHARMART CHEMIST LIMITED.,AMARYL 4MG 30 TABS
KE-DCV-3,ST. MATIA MULUMBA HOSPITAL,ALLSTAR MEDSU PEN1 XE
KE-DCV-3,WAMBUGU PHARM CHEMIST,AMARYL 2MG 30 TABS
KE-DCV-3,DOCPHARMA LTD,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE
KE-DCV-2,NEW LEMUMA PHARMACY CO LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-2,VETERAN PHARMACEUTICALS LTD,AMARYL 2MG 30 TABS
KE-DCV-4,CARE CHEMIST LTD,AMARYL 2MG 30 TABS
KE-DCV-2,BILOVA CHEMISTS LTD,AMARYL 4MG 30 TABS
KE-DCV-1,LENANA PHARMACEUTICAL LTD,AMARYL 4MG 30 TABS
KE-DCV-3,SURGIK PHARMACEUTICALS LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-4,CENTRAL BANK OF KENYA,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-1,KULAL INTERNATIONAL LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-1,UPPER HILL MEDICAL CENTRE LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-3,EASTLEIGH PHARMACEUTICALS LTD,AMARYL 1MG 30 TABS
KE-DCV-4,SATYA PHARMACY LIMITED,AMARYL 2MG 30 TABS
KE-DCV-1,ION KENYA,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-1,METROPOLITAN CHEMISTS LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-3,MUIGANANIA PHARMACY,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-4,NORTHERN PHARMACY,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-1,WESTMALL CHEMIST LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-3,MUIGANANIA PHARMACY,AMARYL 4MG 30 TABS
KE-DCV-4,METROPOLITAN HOSPITAL LTD,AMARYL 2MG 30 TABS
KE-DCV-2,BELMONT PHARMACEUTICALS LTD,AMARYL 2MG 30 TABS
KE-DCV-2,ALFAJIRI PHARMACEUTICALS LTD,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV-2,KIREC PHARMACEUTICALS LTD,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV-2,DISCHEM PHARMACIE,APIDRA SOLOSTAR 300IU INJ/5
KE-DCV-2,NEW LEMUMA PHARMACY CO LTD,LANTUS VIAL 10MG 1
KE-DCV-2,AAR HEALTHCARE KENYA LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-2,NEW LEMUMA PHARMACY CO LTD,AMARYL 2MG 30 TABS
KE-DCV-3,NYERI MED SERV LTD/OUTSPAN HSP,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE
KE-DCV-3,SUNCITY CHEMISTS LTD,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE
KE-DCV-5,AVENUE HOSPITAL LTD.,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-1,UPPER HILL MEDICAL CENTRE LTD,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-4,METROPOLITAN HOSPITAL LTD,AMARYL 4MG 30 TABS
KE-DCV-2,HARIPHARM PHARMACEUTICALS LTD ,AMARYL 4MG 30 TABS
KE-DCV-5,FREB PHARMACEUTICALS LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-3,NILSON PHARMACEUTICALS LTD,AMARYL 2MG 30 TABS
KE-DCV-5,ARACHIS PHARMACEUTICALS LTD,AMARYL 2MG 30 TABS
KE-DCV-3,NJIMIA PHARMACEUTICALS LTD,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV-3,ELMART PHARMA LTD,AMARYL 1MG 30 TABS
KE-DCV-4,TRANSMED-CASH,AMARYL 1MG 30 TABS
KE-DCV-3,WAMBUGU PHARM CHEMIST,AMARYL 4MG 30 TABS
KE-DCV-1,DIAMOND ARCADE PHARMACY,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-3,NJIMIA PHARMACEUTICALS LTD,LANTUS VIAL 10MG 1
KE-DCV-2,MUTINDWA CHEMISTS LTD,AMARYL 2MG 30 TABS
KE-DCV-4,NAIROBI SOUTH HOSPITAL,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-5,AVENUE HEALTHCARE GARDEN CITY,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-1,DR. RADIA,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-2,KAREN CHEMIST,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-1,MPESA CASH ACCOUNT KOINANGE,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-1,PORTAL PHARMACY,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-3,SIPICHEM PHARMACEUTICALS - PH,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-1,MEDS PHARMACEUTICALS LTD,AMARYL 4MG 30 TABS
KE-DCV-1,YAYA CHEMISTS,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-4,BEKY HOLDINGS PHARMACY LTD,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-4,CENTRAL BANK OF KENYA,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-1,MALIBU PHARMACY,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-1,NORTHERN PHARMACY,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-5,TRANSWIDE PHARMACEUTICALS LTD,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-2,WELLMED PHARMACEUTICALS LTD,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-5,LIONS SIGHTFIRST EYE HOSPITAL,APIDRA SOLOSTAR 300IU INJ/5
KE-DCV-5,AVENUE HOSPITAL LTD.,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV-4,CENTRAL BANK OF KENYA,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV-1,KULAL INTERNATIONAL LTD,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV-1,ORION PHARMACY LTD.,AMARYL 2MG 30 TABS
KE-DCV-2,ITABUA CHEMIST,AMARYL 4MG 30 TABS
KE-DCV-4,MEGALIFE LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-3,DR WAGANA'S CLINIC,LANTUS VIAL 10MG 1
KE-DCV-4,NAIROBI WEST HOSPITAL,LANTUS VIAL 10MG 1
KE-DCV-4,KARURI STORES PHARMACEUTICALS,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-3,AL-HIDDAYA PHARMACEUTICALS LTD.,AMARYL 2MG 30 TABS
KE-DCV-3,PHARMA & ALLIED LOGISTICS LTD ,AMARYL 2MG 30 TABS
KE-DCV-4,TRANSMEGA KENYA LTD,AMARYL 2MG 30 TABS
KE-DCV-2,DISCHEM PHARMACIE,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-2,TEMPLE STORES PHARMACEUTICALS,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-3,AGA KHAN HOSPITAL NAIROBI,AMARYL M SR 2MG 30'S
KE-DCV-4,BEL-EA PHARMACY LTD,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE
KE-DCV-3,GATHIMAINI PHARMACY,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-1,MEDS PHARMACEUTICALS LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-1,ORION PHARMACY LTD.,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-3,NILSON PHARMACEUTICALS LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-5,UNIVERSITY OF NAIROBI - CLINIC,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-3,KENYATTA COLLEGE AGRITECH,LANTUS VIAL 10MG 1
KE-DCV-2,KERU HEALTHCARE,LANTUS VIAL 10MG 1
KE-DCV-2,MUTINDWA CHEMISTS LTD,LANTUS VIAL 10MG 1
KE-DCV-3,BELLADONNA PHARMACY,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-2,GREENMONT MEDICAL CENTER,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-5,LIONS SIGHTFIRST EYE HOSPITAL,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-2,MERU ANNEX CHEMIST,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-3,NANYUKI COTTAGE HOSPITAL,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-4,NICHE PHARM PHARMACY,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-3,EASTLEIGH PHARMACEUTICALS LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-1,PHARMACEUTICA (1985) LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-1,YAYA CHEMISTS,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-4,ELIM CENTRAL PHARMACY,AMARYL 4MG 30 TABS
KE-DCV-4,BEL-EA PHARMACY LTD,AMARYL 1MG 30 TABS
KE-DCV-1,NAIROBI WOMENS HOSPITAL LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-2,WELLMED PHARMACEUTICALS LTD,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV-2,KAREN CHEMIST,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV-1,UPPER HILL MEDICAL CENTRE LTD,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV-1,DELL-LIGHT PHARMACEUTICALS.,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-1,ORION PHARMACY LTD.,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-5,M.P SHAH HOSPITAL,APIDRA SOLOSTAR 300IU INJ/5
KE-DCV-3,HIGHRIDGE PHARMACY LTD,ALLSTAR MEDSU PEN1 XE
KE-DCV-3,ACHIRAL PHARMACEUTICALS,AMARYL 2MG 30 TABS
KE-DCV-1,MEDINA PHARMACY LIMITED,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-4,CARE CHEMIST LTD,AMARYL 4MG 30 TABS
KE-DCV-2,EAST END CHEMISTS LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-3,HIGHRIDGE PHARMACY LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-3,U.S.I.U MEDICAL CENTRE,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-DCV-3,HIGHRIDGE PHARMACY LTD,AMARYL 2MG 30 TABS
KE-DCV-3,NATIONAL SECURITY INTEL. SERV.,AMARYL 2MG 30 TABS
KE-DCV-2,OPERA PHARMA (K) LTD,AMARYL 2MG 30 TABS
KE-DCV-4,NAIROBI WEST HOSPITAL,AMARYL 1MG 30 TABS
KE-DCV-5,A G PHARMACEUTICAL,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV-3,DOCPHARMA LTD,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV-5,M.P SHAH HOSPITAL,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV-5,A G PHARMACEUTICAL,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV-2,KENYATTA NATIONAL HOSPITAL,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV-4,NAKURU AFYA CHEMIST,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-4,TRANSMEGA KENYA LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-4,PHARMORE PHARMACY LIMITED,LANTUS VIAL 10MG 1
KE-DCV-3,DOCPHARMA LTD,AMARYL 2MG 30 TABS
KE-DCV-1,UPPER HILL MEDICAL CENTRE LTD,AMARYL 2MG 30 TABS
KE-DCV-5,A G PHARMACEUTICAL,AMARYL 4MG 30 TABS
KE-DCV-4,NAIROBI WEST HOSPITAL,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-4,BEKY HOLDINGS PHARMACY LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-3,GATHIMAINI PHARMACY,AMARYL 1MG 30 TABS
