MSR,Customer Name,Products
KE-DCV_Others,AGA KHAN HOSPITAL KISUMU,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-CHC-7,AGA KHAN HOSPITAL KISUMU,BUSCOPAN AMPOULES 20mg/1ml * 5's 
KE-CHC-7,AGA KHAN HOSPITAL KISUMU,BUSCOPAN PLUS TABLETS * 50's
KE-CHC-7,AGA KHAN HOSPITAL KISUMU,BUSCOPAN TABLETS BP 10mg * 50's
KE-REG-3,AGA KHAN HOSPITAL KISUMU,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-REG-3,AGA KHAN HOSPITAL KISUMU,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-REG-3,AGA KHAN HOSPITAL KISUMU,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-REG-3,AGA KHAN HOSPITAL KISUMU,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-DCV_Others,AGA KHAN HOSPITAL KISUMU,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV_Others,AGA KHAN HOSPITAL KISUMU,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
GEM-NP,AGA KHAN HOSPITAL KISUMU,CORDARONE 200MG TAB BL3X10 S3 M36 XD
KE-CHC-7,AGA KHAN HOSPITAL KISUMU,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-3,AGA KHAN HOSPITAL KISUMU,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-REG-3,AGA KHAN HOSPITAL KISUMU,EPILIM 12G/300ML SYR BTX1
KE-REG-3,AGA KHAN HOSPITAL KISUMU,EPILIM 200MG TAB BL10X10
KE-REG-3,AGA KHAN HOSPITAL KISUMU,EPILIM CHRONO 333-145MG T
KE-REG-3,AGA KHAN HOSPITAL KISUMU,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
KE-G.MED-4_Others,AGA KHAN HOSPITAL KISUMU,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4_Others,AGA KHAN HOSPITAL KISUMU,FLAGYL 400MG 100 TABS
KE-G.MED-4_Others,AGA KHAN HOSPITAL KISUMU,FLAGYL SUSPENSION 100ML
KE-REG-3,AGA KHAN HOSPITAL KISUMU,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,AGA KHAN HOSPITAL KISUMU,LASIX 20MG/2ML INJ AM5 S3 M60 XE
GEM-NP,AGA KHAN HOSPITAL KISUMU,LASIX 40MG TAB BL2X10 SWI M60 XE
GEM-NP,AGA KHAN HOSPITAL KISUMU,MONO-TILDIEM 200MG CAP BL2X14 S3 M36 XD
KE-CHC-3,AGA KHAN HOSPITAL KISUMU,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-REG-3,AGA KHAN HOSPITAL KISUMU,ORELOX 100MG TABCO BL1X10
KE-REG-3,AGA KHAN HOSPITAL KISUMU,ORELOX 200MG 10CP
KE-REG-3,AGA KHAN HOSPITAL KISUMU,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-REG-3,AGA KHAN HOSPITAL KISUMU,ORELOX 800MG/+ GRAN BTX1
CHC-NP,AGA KHAN HOSPITAL KISUMU,RHINATHIOL 10G/200ML SOL BTX1 XM
KE-CHC-7,AGA KHAN HOSPITAL KISUMU,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-7,AGA KHAN HOSPITAL KISUMU,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-3,AGA KHAN HOSPITAL KISUMU,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,AGA KHAN HOSPITAL KISUMU,RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE
KE-G.MED-2,AGA KHAN HOSPITAL KISUMU,TAXOTERE 80mg NSL 1+1 EXP
KE-G.MED-2-1,AGA KHAN HOSPITAL KISUMU,TAXOTERE 80mg NSL 1+1 EXP
KE-G.MED-1_Others,AGA KHAN HOSPITAL KISUMU,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1_Others,AGA KHAN HOSPITAL KISUMU,TRITACE 5MG 28 TABS
KE-G.MED-2-1,AGA KHAN HOSPITAL KISUMU,XATRAL 10MG TABCR BL3X10 S3 M36 XD
KE-DCV_Others,AGA KHAN HOSPITAL MOMBASA,AMARYL 1MG 30 TABS
KE-DCV_Others,AGA KHAN HOSPITAL MOMBASA,AMARYL 4MG 30 TABS
KE-DCV_Others,AGA KHAN HOSPITAL MOMBASA,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-G.MED-3_Others,AGA KHAN HOSPITAL MOMBASA,APROVASC 150/5
KE-DCV_Others,AGA KHAN HOSPITAL MOMBASA,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV_Others,AGA KHAN HOSPITAL MOMBASA,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-CHC-5,AGA KHAN HOSPITAL MOMBASA,BUSCOPAN TABLETS BP 10mg * 50's
KE-REG-2,AGA KHAN HOSPITAL MOMBASA,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-REG-2,AGA KHAN HOSPITAL MOMBASA,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-REG-2,AGA KHAN HOSPITAL MOMBASA,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-REG-2,AGA KHAN HOSPITAL MOMBASA,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-DCV_Others,AGA KHAN HOSPITAL MOMBASA,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
GEM-NP,AGA KHAN HOSPITAL MOMBASA,CORDARONE 200MG TAB BL3X10 S3 M36 XD
KE-CHC-5,AGA KHAN HOSPITAL MOMBASA,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-1,AGA KHAN HOSPITAL MOMBASA,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-REG-2,AGA KHAN HOSPITAL MOMBASA,EPILIM 12G/300ML SYR BTX1
KE-REG-2,AGA KHAN HOSPITAL MOMBASA,EPILIM 200MG TAB BL10X10
KE-REG-2,AGA KHAN HOSPITAL MOMBASA,EPILIM CHRONO 333-145MG T
KE-REG-2,AGA KHAN HOSPITAL MOMBASA,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
KE-G.MED-4_Others,AGA KHAN HOSPITAL MOMBASA,FLAGYL 400MG 100 TABS
KE-G.MED-4_Others,AGA KHAN HOSPITAL MOMBASA,FLAGYL SUSPENSION 100ML
KE-REG-2,AGA KHAN HOSPITAL MOMBASA,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,AGA KHAN HOSPITAL MOMBASA,LASIX 20MG/2ML INJ AM5 S3 M60 XE
GEM-NP,AGA KHAN HOSPITAL MOMBASA,LASIX 40MG TAB BL2X10 SWI M60 XE
KE-CHC-1,AGA KHAN HOSPITAL MOMBASA,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,AGA KHAN HOSPITAL MOMBASA,NOSPA 40MG TAB BL10X10 S3
CHC-NP,AGA KHAN HOSPITAL MOMBASA,NOSPA 40MG TAB BL2X10 XE
CHC-NP,AGA KHAN HOSPITAL MOMBASA,NOSPA 40MG/2ML INJ AM25 XD
KE-REG-2,AGA KHAN HOSPITAL MOMBASA,ORELOX 100MG TABCO BL1X10
KE-REG-2,AGA KHAN HOSPITAL MOMBASA,ORELOX 200MG 10CP
KE-REG-2,AGA KHAN HOSPITAL MOMBASA,ORELOX 800MG/+ GRAN BTX1
KE-G.MED-1_Others,AGA KHAN HOSPITAL MOMBASA,PLAVIX 75MG TABCO BL2X14 M36 XE
GEM-NP,AGA KHAN HOSPITAL MOMBASA,RESONIUM A 453.7G/+ POWD BTX1 M60 XE
KE-CHC-5,AGA KHAN HOSPITAL MOMBASA,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-5,AGA KHAN HOSPITAL MOMBASA,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-1,AGA KHAN HOSPITAL MOMBASA,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,AGA KHAN HOSPITAL MOMBASA,RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE
GEM-NP,AGA KHAN HOSPITAL MOMBASA,STILNOX 10MG TABCO BL1X14 S3 M48 XD
KE-G.MED-2-1,AGA KHAN HOSPITAL MOMBASA,TARGOCID IV 400
KE-G.MED-1_Others,AGA KHAN HOSPITAL MOMBASA,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1_Others,AGA KHAN HOSPITAL MOMBASA,TRITACE 5MG 28 TABS
KE-G.MED-2-1,AGA KHAN HOSPITAL MOMBASA,XATRAL 10MG TABCR BL3X10 S3 M36 XD
KE-G.MED-2-1,AGA KHAN HOSPITAL MOMBASA,XATRAL 5MG TAB BL4X14 S3 M36 XD
KE-DCV-3,AGA KHAN HOSPITAL NAIROBI,AMARYL 1MG 30 TABS
KE-DCV-3,AGA KHAN HOSPITAL NAIROBI,AMARYL 2MG 30 TABS
KE-DCV-3,AGA KHAN HOSPITAL NAIROBI,AMARYL 4MG 30 TABS
KE-DCV-3,AGA KHAN HOSPITAL NAIROBI,AMARYL M SR 2MG 30'S
KE-DCV-3,AGA KHAN HOSPITAL NAIROBI,APIDRA SOLOSTAR 300IU INJ/5
KE-G.MED-3-4,AGA KHAN HOSPITAL NAIROBI,APROVASC 150/5
KE-G.MED-3-4,AGA KHAN HOSPITAL NAIROBI,APROVASC 300/10
KE-G.MED-3-4,AGA KHAN HOSPITAL NAIROBI,APROVASC 300/5
KE-DCV-3,AGA KHAN HOSPITAL NAIROBI,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV-3,AGA KHAN HOSPITAL NAIROBI,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-CHC-5,AGA KHAN HOSPITAL NAIROBI,BUSCOPAN AMPOULES 20mg/1ml * 5's 
KE-CHC-5,AGA KHAN HOSPITAL NAIROBI,BUSCOPAN TABLETS BP 10mg * 50's
KE-G.MED-1-1,AGA KHAN HOSPITAL NAIROBI,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,AGA KHAN HOSPITAL NAIROBI,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,AGA KHAN HOSPITAL NAIROBI,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,AGA KHAN HOSPITAL NAIROBI,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-DCV-3,AGA KHAN HOSPITAL NAIROBI,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-3,AGA KHAN HOSPITAL NAIROBI,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
GEM-NP,AGA KHAN HOSPITAL NAIROBI,CORDARONE 200MG TAB BL3X10 S3 M36 XD
GEM-NP,AGA KHAN HOSPITAL NAIROBI,DAONIL 5 MG 100 TABS (EXPORT)
KE-CHC-5,AGA KHAN HOSPITAL NAIROBI,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-1,AGA KHAN HOSPITAL NAIROBI,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3-4,AGA KHAN HOSPITAL NAIROBI,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3-4,AGA KHAN HOSPITAL NAIROBI,EPILIM 200MG TAB BL10X10
KE-G.MED-3-4,AGA KHAN HOSPITAL NAIROBI,EPILIM 400MG/4ML INJPO VL+S1 M60 XE
KE-G.MED-3-4,AGA KHAN HOSPITAL NAIROBI,EPILIM CHRONO 333-145MG T
KE-G.MED-3-4,AGA KHAN HOSPITAL NAIROBI,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
KE-G.MED-4-1,AGA KHAN HOSPITAL NAIROBI,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,AGA KHAN HOSPITAL NAIROBI,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,AGA KHAN HOSPITAL NAIROBI,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,AGA KHAN HOSPITAL NAIROBI,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,AGA KHAN HOSPITAL NAIROBI,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-DCV-3,AGA KHAN HOSPITAL NAIROBI,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,AGA KHAN HOSPITAL NAIROBI,LASIX 20MG/2ML INJ AM5 S3 M60 XE
GEM-NP,AGA KHAN HOSPITAL NAIROBI,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,AGA KHAN HOSPITAL NAIROBI,MAALOX PLUS TABS EXPORT 10
GEM-NP,AGA KHAN HOSPITAL NAIROBI,MONO-TILDIEM 200MG CAP BL2X14 S3 M36 XD
CHC-NP,AGA KHAN HOSPITAL NAIROBI,NOSPA 40MG TAB BL2X10 XE
CHC-NP,AGA KHAN HOSPITAL NAIROBI,NOSPA 40MG/2ML INJ AM25 XD
KE-G.MED-3-4,AGA KHAN HOSPITAL NAIROBI,ORELOX 100MG TABCO BL1X10
KE-G.MED-3-4,AGA KHAN HOSPITAL NAIROBI,ORELOX 200MG 10CP
KE-G.MED-3-4,AGA KHAN HOSPITAL NAIROBI,ORELOX 800MG/+ GRAN BTX1
KE-G.MED-1-1,AGA KHAN HOSPITAL NAIROBI,PLAVIX 75MG TABCO BL2X14 M36 XE
GEM-NP,AGA KHAN HOSPITAL NAIROBI,RESONIUM A 453.7G/+ POWD BTX1 M60 XE
KE-CHC-5,AGA KHAN HOSPITAL NAIROBI,RHINATHIOL 6.25G/+ SYR BT
GEM-NP,AGA KHAN HOSPITAL NAIROBI,RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE
GEM-NP,AGA KHAN HOSPITAL NAIROBI,STILNOX 10MG TABCO BL1X14 S3 M48 XD
KE-G.MED-2-1,AGA KHAN HOSPITAL NAIROBI,TARGOCID IV 400
GEM-NP,AGA KHAN HOSPITAL NAIROBI,TAVANIC 500MG TABLETS 5's
GEM-NP,AGA KHAN HOSPITAL NAIROBI,TAVANIC 500MG/+ INFLS VL1
KE-G.MED-2-1,AGA KHAN HOSPITAL NAIROBI,TAXOTERE 80mg NSL 1+1 EXP
KE-G.MED-1-1,AGA KHAN HOSPITAL NAIROBI,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-1,AGA KHAN HOSPITAL NAIROBI,TRITACE 5MG 28 TABS
KE-G.MED-2-1,AGA KHAN HOSPITAL NAIROBI,XATRAL 10MG TABCR BL3X10 S3 M36 XD
KE-G.MED-2-1,AGA KHAN HOSPITAL NAIROBI,XATRAL 5MG TAB BL4X14 S3 M36 XD
KE-G.MED-4_Others,AGEAN HEALTHCARE-CASH,FLAGYL SUSPENSION 100ML
KE-DCV_Others,AGMART PHARMACEUTICALS,AMARYL 1MG 30 TABS
CHC-NP,AGMART PHARMACEUTICALS,BRONCHICUM 6.64G/+ ELIX BTX1 XE
KE-CHC-5,AGMART PHARMACEUTICALS,BUSCOPAN TABLETS BP 10mg * 50's
KE-CHC-7,AGMART PHARMACEUTICALS,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-3,AGMART PHARMACEUTICALS,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3_Others,AGMART PHARMACEUTICALS,EPILIM 12G/300ML SYR BTX1
CHC-NP,AGMART PHARMACEUTICALS,ERCEFURYL 3.6G/90ML SOL BTX1 S2 EX
KE-G.MED-4-1,AGMART PHARMACEUTICALS,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,AGMART PHARMACEUTICALS,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,AGMART PHARMACEUTICALS,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,AGMART PHARMACEUTICALS,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,AGMART PHARMACEUTICALS,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-1,AGMART PHARMACEUTICALS,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-DCV-5,AGMART PHARMACEUTICALS,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,AGMART PHARMACEUTICALS,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,AGMART PHARMACEUTICALS,MAALOX PLUS TABS EXPORT 10
KE-CHC-3,AGMART PHARMACEUTICALS,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-G.MED-3-2,AGMART PHARMACEUTICALS,ORELOX 100MG TABCO BL1X10
KE-G.MED-3-2,AGMART PHARMACEUTICALS,ORELOX 200MG 10CP
KE-G.MED-3-2,AGMART PHARMACEUTICALS,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-G.MED-3-2,AGMART PHARMACEUTICALS,ORELOX 800MG/+ GRAN BTX1
KE-CHC-7,AGMART PHARMACEUTICALS,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-7,AGMART PHARMACEUTICALS,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-3,AGMART PHARMACEUTICALS,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,AGMART PHARMACEUTICALS,STILNOX 10MG TABCO BL1X14 S3 M48 XD
GEM-NP,AGMART PHARMACEUTICALS,TAVANIC 500MG TABLETS 5's
KE-G.MED-1-4,AGMART PHARMACEUTICALS,"TRITACE 2,5MG  28 TABS"
KE-DCV_Others,AHLAM CHEMIST,AMARYL 4MG 30 TABS
CHC-NP,AHLAM CHEMIST,BISOLVON LINCTUS 200ML 
CHC-NP,AHLAM CHEMIST,BRONCHICUM 6.64G/+ ELIX BTX1 XE
CHC_OTC_Others,AHLAM CHEMIST,BUSCOPAN TABLETS BP 10mg * 50's
KE-CHC-5,AHLAM CHEMIST,DULCOLAX TABLETS 5mg * 30's SugarC
CHC_RX_Others,AHLAM CHEMIST,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-REG-2,AHLAM CHEMIST,EPILIM CHRONO 333-145MG T
KE-REG-2,AHLAM CHEMIST,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
KE-G.MED-4_Others,AHLAM CHEMIST,FLAGYL 400MG 100 TABS
GEM-NP,AHLAM CHEMIST,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,AHLAM CHEMIST,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,AHLAM CHEMIST,MAALOX SUSPENSION 350ML (EXPORT)
CHC_RX_Others,AHLAM CHEMIST,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-REG-2,AHLAM CHEMIST,ORELOX 200MG 10CP
KE-REG-2,AHLAM CHEMIST,ORELOX 800MG/+ GRAN BTX1
CHC_RX_Others,AHLAM CHEMIST,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-G.MED-2-1,AHLAM CHEMIST,XATRAL 10MG TABCR BL3X10 S3 M36 XD
KE-DCV_Others,AHWAN PHARMACEUTICALS,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV_Others,AHWAN PHARMACEUTICALS,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-DCV_Others,AHWAN PHARMACEUTICALS,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
GEM-NP,AHWAN PHARMACEUTICALS,CORDARONE 200MG TAB BL3X10 S3 M36 XD
KE-G.MED-3_Others,AHWAN PHARMACEUTICALS,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3_Others,AHWAN PHARMACEUTICALS,EPILIM 200MG TAB BL10X10
KE-G.MED-3_Others,AHWAN PHARMACEUTICALS,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
GEM-NP,AHWAN PHARMACEUTICALS,MONO-TILDIEM 200MG CAP BL2X14 S3 M36 XD
CHC_RX_Others,AHWAN PHARMACEUTICALS,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,AHWAN PHARMACEUTICALS,NOSPA 40MG TAB BL2X10 XE
CHC-NP,AHWAN PHARMACEUTICALS,NOSPA 80MG TAB BL2X10 S3
KE-G.MED-3_Others,AHWAN PHARMACEUTICALS,ORELOX 100MG TABCO BL1X10
KE-G.MED-3_Others,AHWAN PHARMACEUTICALS,ORELOX 200MG 10CP
KE-G.MED-3_Others,AHWAN PHARMACEUTICALS,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-G.MED-3_Others,AHWAN PHARMACEUTICALS,ORELOX 800MG/+ GRAN BTX1
KE-G.MED-1_Others,AHWAN PHARMACEUTICALS,PLAVIX 75MG TABCO BL2X14 M36 XE
GEM-NP,AHWAN PHARMACEUTICALS,RESONIUM A 453.7G/+ POWD BTX1 M60 XE
CHC_OTC_Others,AHWAN PHARMACEUTICALS,RHINATHIOL 10G/200ML SOL BTX1 XM
CHC_OTC_Others,AHWAN PHARMACEUTICALS,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
CHC_OTC_Others,AHWAN PHARMACEUTICALS,RHINATHIOL 6.25G/+ SYR BT
CHC_RX_Others,AHWAN PHARMACEUTICALS,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-G.MED-1_Others,AHWAN PHARMACEUTICALS,TRITACE 5MG 28 TABS
KE-G.MED-3_Others,AL RIYADH CHEMIST,APROVASC 150/5
KE-DCV_Others,AL RIYADH CHEMIST,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-CHC-5,AL RIYADH CHEMIST,BUSCOPAN PLUS TABLETS * 50's
KE-CHC-5,AL RIYADH CHEMIST,DULCOLAX TABLETS 5mg * 30's SugarC
KE-REG-2,AL RIYADH CHEMIST,EPILIM CHRONO 333-145MG T
CHC-NP,AL RIYADH CHEMIST,ERCEFURYL 200MG CAP BL2X14
KE-G.MED-4_Others,AL RIYADH CHEMIST,FLAGYL 400MG 100 TABS
KE-G.MED-4_Others,AL RIYADH CHEMIST,FLAGYL SUSPENSION 100ML
KE-REG-2,AL RIYADH CHEMIST,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-CHC-4,AL RIYADH CHEMIST,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,AL RIYADH CHEMIST,NOSPA 40MG TAB BL10X10 S3
GEM-NP,AL-AMIN HOSPITAL LIMITED      ,RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE
CHC-NP,ALFA CHEMIST,Maalox 460mg/susp SC20 S3 M36 XE
KE-DCV-2,ALFAJIRI PHARMACEUTICALS LTD,ALLSTAR MEDSU PEN1 XE
KE-DCV-2,ALFAJIRI PHARMACEUTICALS LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-G.MED-3-5,ALFAJIRI PHARMACEUTICALS LTD,APROVASC 150/5
KE-G.MED-3-5,ALFAJIRI PHARMACEUTICALS LTD,APROVASC 300/10
KE-G.MED-3-5,ALFAJIRI PHARMACEUTICALS LTD,APROVASC 300/5
KE-DCV-2,ALFAJIRI PHARMACEUTICALS LTD,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV-2,ALFAJIRI PHARMACEUTICALS LTD,APROVEL 300MG TABCO BL2X14 RM M36 XE
CHC-NP,ALFAJIRI PHARMACEUTICALS LTD,BRONCHICUM 6.64G/+ ELIX BTX1 XE
KE-CHC-5,ALFAJIRI PHARMACEUTICALS LTD,BUSCOPAN TABLETS BP 10mg * 50's
KE-DCV-2,ALFAJIRI PHARMACEUTICALS LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-2,ALFAJIRI PHARMACEUTICALS LTD,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-CHC-1,ALFAJIRI PHARMACEUTICALS LTD,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3-5,ALFAJIRI PHARMACEUTICALS LTD,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3-5,ALFAJIRI PHARMACEUTICALS LTD,EPILIM CHRONO 333-145MG T
KE-G.MED-4-2,ALFAJIRI PHARMACEUTICALS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,ALFAJIRI PHARMACEUTICALS LTD,FLAGYL SUSPENSION 100ML
KE-DCV-2,ALFAJIRI PHARMACEUTICALS LTD,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE
KE-DCV-2,ALFAJIRI PHARMACEUTICALS LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-2,ALFAJIRI PHARMACEUTICALS LTD,LANTUS VIAL 10MG 1
CHC-NP,ALFAJIRI PHARMACEUTICALS LTD,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,ALFAJIRI PHARMACEUTICALS LTD,MAALOX PLUS TABS EXPORT 10
CHC-NP,ALFAJIRI PHARMACEUTICALS LTD,MAALOX SUSPENSION 350ML (EXPORT)
KE-CHC-1,ALFAJIRI PHARMACEUTICALS LTD,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,ALFAJIRI PHARMACEUTICALS LTD,NOSPA 40MG TAB BL10X10 S3
CHC-NP,ALFAJIRI PHARMACEUTICALS LTD,NOSPA 40MG TAB BL2X10 XE
CHC-NP,ALFAJIRI PHARMACEUTICALS LTD,NOSPA 80MG TAB BL2X10 S3
KE-G.MED-3-5,ALFAJIRI PHARMACEUTICALS LTD,ORELOX 200MG 10CP
KE-G.MED-3-5,ALFAJIRI PHARMACEUTICALS LTD,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-G.MED-3-5,ALFAJIRI PHARMACEUTICALS LTD,ORELOX 800MG/+ GRAN BTX1
KE-G.MED-1-4,ALFAJIRI PHARMACEUTICALS LTD,PLAVIX 75MG TABCO BL2X14 M36 XE
GEM-NP,ALFAJIRI PHARMACEUTICALS LTD,RESONIUM A 453.7G/+ POWD BTX1 M60 XE
KE-CHC-5,ALFAJIRI PHARMACEUTICALS LTD,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-1,ALFAJIRI PHARMACEUTICALS LTD,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,ALFAJIRI PHARMACEUTICALS LTD,STILNOX 10MG TABCO BL1X14 S3 M48 XD
GEM-NP,ALFAJIRI PHARMACEUTICALS LTD,TAVANIC 500MG/+ INFLS VL1
KE-G.MED-1-4,ALFAJIRI PHARMACEUTICALS LTD,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-4,ALFAJIRI PHARMACEUTICALS LTD,TRITACE 5MG 28 TABS
KE-DCV-3,AL-HIDDAYA PHARMACEUTICALS LTD.,AMARYL 2MG 30 TABS
KE-G.MED-3_Others,AL-HIDDAYA PHARMACEUTICALS LTD.,APROVASC 150/5
KE-G.MED-3_Others,AL-HIDDAYA PHARMACEUTICALS LTD.,APROVASC 300/5
KE-DCV-3,AL-HIDDAYA PHARMACEUTICALS LTD.,APROVEL 150MG TABCO BL2X14 RM M36 XE
CHC-NP,AL-HIDDAYA PHARMACEUTICALS LTD.,BISOLVON LINCTUS 200ML 
KE-CHC-8,AL-HIDDAYA PHARMACEUTICALS LTD.,BUSCOPAN TABLETS BP 10mg * 50's
KE-DCV-3,AL-HIDDAYA PHARMACEUTICALS LTD.,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV_Others,AL-HIDDAYA PHARMACEUTICALS LTD.,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
